tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
Dilbeek,64,30500011014,,,Fietsenstalling f2,"kant perron 2, begin parking P3",0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,-1,1,Stadsnet,-1,8 weessloten,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Drongen,65,30503056211,,,Fietsenstalling f1,voorzijde,0,0,0,NVT,Infrabel,,Nee,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,84,0,0,0,8,0,0,0,0,0,92,84,8,0,1,Stadsnet,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Drongen,66,30503056211,,,Fietsenstalling f2,achterzijde,0,0,0,NVT,Infrabel,,Nee,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,type NMBS,,1,0,Goede staat,98,0,0,0,8,0,0,0,0,0,106,98,8,0,1,Stadsnet,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Duinbergen,67,30513114219,30513114218,,Fietsenstalling f1,op einde Duinbergenlaan,0,0,0,,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,-1,3,Goede staat,50,0,0,0,3,0,0,0,0,0,53,50,3,0,1,,-1,geen signalisatie bromfietsen,0,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,-1,0,0,-1,,,,,
Ede,68,30890006710,,,Fietsenstalling f1,Stationsplein,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Volle platen,,,Steenslag,,,Wielklemmen laag,,0,0,Tussenkomst nodig,117,0,0,0,0,0,0,0,0,0,117,117,0,0,1,Stadsnet,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Ede,69,30890006710,,,Fietsenstalling f2,kant spoor 2 richting Denderleeuw,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Volle platen,,,Klinkers,,,type NMBS,,0,0,Te controleren,40,0,0,0,0,0,0,0,0,0,40,40,0,0,0,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eeklo,70,30580026706,,,Fietsenstalling f1,aan busstation,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),deels overdekt/deels openlucht,Volle platen,,,Betonstraatstenen,,,Andere,72 wielklemmen/ 24 NMBS,0,0,Goede staat,72,24,0,0,0,0,0,0,0,0,96,96,0,0,1,Stadsnet,-1,,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eeklo,71,30580026706,,,Fietsenstalling f2,naast f1 en P3,0,0,0,NVT,NMBS,,Nee,,,Open lucht,,,,,Klinkers,,,Type NMBS,,0,0,Goede staat,60,0,0,0,0,0,0,0,0,0,60,60,0,0,0,Eigen net,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eeklo,72,30580026706,,,Fietsenstalling f3,Gentsesteenweg kant Gent,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,136,0,0,0,0,0,0,0,0,0,136,136,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eeklo,73,30580026706,,,Fietsenstalling f4,Gentsesteenweg kant Gent,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Volle platen,,,Beton,,,Andere,type stad,0,0,Goede staat,14,0,0,0,0,0,0,0,0,0,14,14,0,0,0,,-1,Weesfietsen worden in deze stalling in bewaring gehouden,9,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eichem,74,30900034305,,,Fietsenstalling f1,kant Rietstraat,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Asfalt,,,Type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,1,Stadsnet,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eichem,75,30900034305,,,Fietsenstalling f2,kant Eichemstraat,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,Type NMBS,,0,0,Goede staat,14,0,0,0,0,0,0,0,0,0,14,14,0,0,1,Eigen net,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eine,76,30860060305,,,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,Derde,eigenaar stationsgebouw,Ja,,,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,144,0,0,0,0,0,0,0,0,0,144,144,0,0,0,,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Eke-Nazareth,77,30860071009,,,Fietsenstalling f1,"op parking P1, langs perron 1",0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 2,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,252,0,0,0,0,0,0,0,0,0,252,252,0,-1,1,Eigen net,-1,,9,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Erembodegem,78,30500027310,,,Fietsenstalling f1,langs perron 1/ts SG en parking P2,0,0,0,NVT,NMBS,NMBS/Stad,NVT,,,Overdekt (luifel),,Standaardtype 2,,,Betonstraatstenen,,,type NMBS,,1,4,Goede staat,220,0,0,0,16,0,0,0,0,0,236,220,16,-1,1,Eigen net,-1,camerabewaking wordt binnenkort geplaatst,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Erembodegem,80,30500027310,,,Fietsenstalling f3,Langs perron 2/Ijzerwegstraat,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,14,0,0,0,0,0,0,0,0,0,14,14,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Erpe-Mere,81,30820006404,,,Fietsenstalling f1,Perron 1/Loskadestraat,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,0,1,Eigen net,0,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Essene-Lombeek,82,30500020413,,,Fietsenstalling f1,Aan perron 1,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,1,Eigen net,0,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Essene-Lombeek,83,30500020413,,,Fietsenstalling f2,Aan perron 2,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,-1,Eigen net,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Evergem,84,30580014102,,,Fietsenstalling f1,langs toegang perron 1,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,,Goede staat,62,0,0,0,3,0,0,0,0,0,65,62,3,0,1,Eigen net,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Galmaarden,85,31230020809,,,Fietsenstalling f1,Stationsstraat naast SG,0,0,,"overdekt, staalstructuur, annex aan SG",NMBS,,NVT,,,Overdekt (luifel),,Volle platen,,,Klinkers,,,Andere:,,0,,Goede staat,50,0,0,0,0,0,0,0,0,0,50,50,0,0,1,,0,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Galmaarden,86,31230020809,,,Fietsenstalling f2,Losweg langs perron 2,0,0,,overdekt hout/staalstructuur,NMBS,,NVT,,,Overdekt (luifel),,Volle platen,,,Klinkers,,,Andere:,,0,,Goede staat,54,0,0,0,0,0,0,0,0,0,54,54,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gavere-Asper,87,30860067505,,,Fietsenstalling f1,Op parking P1 langs perron 1,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,,Klinkers,,,type NMBS,,1,0,Goede staat,149,0,0,0,4,0,0,0,0,0,153,149,4,0,1,Stadsnet,-1,,12,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gentbrugge,88,30580004203,,,Fietsenstalling f1,Aan ingang station onder spoorviaduct,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Onder viaduct,,,Andere,Betonstraatstenen/asfalt,,Andere,166 NMBS/20 type stad,0,0,Te controleren,186,0,0,0,0,0,0,0,0,0,186,186,0,0,1,Eigen net,-1,,11,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Dampoort,89,30580006617,,,Fietsenstalling f1,op parking P1,0,0,0,NVT,NMBS,,Nee,,,Open lucht,,,,,Steenslag,Asfalt,,type NMBS,,0,0,Goede staat,0,1745,0,0,0,15,0,0,0,0,1760,1745,15,0,1,Eigen net,0,+ 168 fietsen oktober 2017 van FGSP,,,0,0,0,,,,,,0,0,0,,0,0,0,0,1,0,,,,,,,
Gent-Dampoort,90,30580006617,,,Fietsenstalling f2,op parking P1,1,1,1,hekken,NMBS,,NVT,,,Open lucht,,,,,Andere,betonstraatstenen/steenslag,,type NMBS,,0,0,Goede staat,0,230,0,0,0,0,0,0,0,0,230,230,0,0,0,,0,,,,0,0,0,,,,2,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Dampoort,91,30580006617,,,Fietsenstalling f3,op pleintje voor station,0,0,0,NVT,NMBS,,Ja,,,Open lucht,,,,,Andere,Betonstraatstenen/asfalt,,Andere,Beugels,0,0,Goede staat,0,195,0,0,0,0,0,0,0,0,195,195,0,0,1,Stadsnet,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Dampoort,92,30580006617,,,Fietsenstalling f4,tegen muur perronsporen,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Dubbel verdiep,,0,0,Goede staat,42,0,0,0,0,0,0,0,0,0,42,42,0,0,1,Stadsnet,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,93,30503052283,,,Fietsenstalling f1,Infopunt,0,0,0,NVT,NMBS,,Nee,,,Open lucht,,,,,Betonstraatstenen,,,Andere,NMBS/dubbel verdiep,0,0,Goede staat,0,415,0,0,0,0,0,0,0,0,415,415,0,0,1,Eigen net,0,vroeger 412 plaatsen,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,94,30503052283,,,Fietsenstalling f10,Kant Sint-Denijslaan/achterkant station,0,0,0,NVT,Stad/Gemeente,,Nee,,,Overdekt (luifel),,Doorzichtige platen,,,Andere,vloer/steenslag,,Andere,NMBS/dubbel verdiep,0,0,Goede staat,591,0,0,0,0,0,0,0,0,0,591,591,0,0,-1,Stadsnet,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,95,30503052283,,,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,NMBS/Stad,Nee,,,Open lucht,,,,,Andere,Steenslag/kasseien/natuursteen,,Andere,type stad,0,0,Goede staat,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,Stadsnet,0,"F2 aan kant van de restaurants: 55
F2 maria hendrikaplein + toegang: 420
F2 wordt aangepast tegen wildparkeren. De beplanting wordt gewijzigd. 13/08/2018",,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,96,30503052283,,,Fietsenstalling f3,Ondergrondse stalling,0,0,0,NVT,NMBS,,Ja,,,Lokaal in gebouw,,Ondergronds,,,Beton,,,Andere,NMBS/dubbel verdiep,0,0,Goede staat,4162,0,42,0,35,0,12,0,6,0,4257,4216,41,-1,1,Stadsnet,0,"dubbel rekken :3082
rekken in middengang :324
rekken in even lichtbakken: 143 
VAC: 613
bromfietsen bij taxi: +- 35 pl
bakfietsen: +- 42 pl

(vroeger getal 2354)",,,0,0,0,,,,,,0,0,0,,0,1,0,0,1,0,,,,,,,
Gent-Sint-Pieters,97,30503052283,,,Fietsenstalling f4,Koningin Fabiolalaan,0,0,0,NVT,NMBS,,Ja,,,Open lucht,,,,,Andere,betonstraatstenen/steenslag,,Andere,type NMBS/type stad,0,0,Goede staat,0,1116,0,0,0,0,0,0,0,0,1116,1116,0,0,1,Stadsnet,0,"F4 op straat: 110
F4: seinhuis: 1006
(voeger getal 412)",,,0,0,0,,,,,,0,0,0,,0,1,0,0,1,0,,,,,,,
Gent-Sint-Pieters,98,30503052283,,,Fietsenstalling f5,Koning Boudewijnstraat,0,0,0,NVT,Stad/Gemeente,,Ja,,,Open lucht,,,,,Betonstraatstenen,,,Andere,type stad,0,0,Goede staat,0,110,0,0,0,0,0,0,0,0,110,110,0,0,1,Stadsnet,0,vroeger 105,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,99,30503052283,,,Fietsenstalling f6,Smidsestraat,0,0,0,NVT,Stad/Gemeente,,Ja,,,Open lucht,,,,,Klinkers,,,Andere,type stad,0,0,Goede staat,0,75,0,0,0,0,0,0,0,0,75,75,0,0,1,Stadsnet,0,"vroeger 85
voor  4/6/2018 45 plaatsen nu heeft stad 6 rekken van 5 pl bijgezet, dus +30 plaatsen",,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,100,30503052283,,,Fietsenstalling f7,Koningin Astridlaan,0,0,0,NVT,Stad/Gemeente,,Nee,,,Open lucht,,,,,Betonstraatstenen,,,Andere,type stad,0,0,Goede staat,0,390,0,0,0,0,0,0,0,0,390,390,0,0,1,Stadsnet,0,vroeger 480,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gent-Sint-Pieters,101,30503052283,,,Fietsenstalling f8,Kant Sint-Denijslaan/achterkant station,0,0,0,NVT,Stad/Gemeente,,Nee,,,Open lucht,,,,,Steenslag,,,Andere,NMBS/type stad,0,0,Goede staat,0,2217,0,0,0,0,0,0,1,0,2218,2217,1,0,1,Stadsnet,0,(vroeger 2334),,,0,0,0,,,,,,0,0,0,,0,1,0,0,1,0,,,,,,,
Gent-Sint-Pieters,102,30503052283,,,Fietsenstalling f9,Kant Sint-Denijslaan/achterkant station,1,1,1,metalen afsluiting,Stad/Gemeente,,Nee,,,Overdekt (luifel),,Fietsgebouw,,,Beton,,,Type NMBS,,1,10,Goede staat,624,0,0,0,19,0,0,0,0,0,643,624,19,-1,1,Stadsnet,0,(vroeger 612),,,0,0,0,,,,2,,0,0,0,,0,1,0,0,1,0,,,,,,,
Geraardsbergen,103,30900045617,,,Fietsenstalling f1,Naast SG,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,type NMBS,,1,16,Goede staat,120,0,0,0,16,0,0,0,0,0,136,120,16,0,1,Eigen net,-1,,1,,0,0,0,,,,,,0,0,0,,0,1,0,0,0,0,,,,,,,
Geraardsbergen,104,30900045617,,,Fietsenstalling f2,Kant Papiermolenstraat,0,0,1,overdekte staal/hout,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Te controleren,72,0,0,0,0,0,0,0,0,0,72,72,0,0,-1,,-1,,0,,0,0,0,,,,3,,0,0,0,,0,0,0,0,0,0,,,,,,,
Geraardsbergen,105,30900045617,,,Fietsenstalling f3,op perron 1A/achter fietsenstalling f1,0,0,1,Safe-Bike box,NMBS,,Nee,,,Overdekt (luifel),,Safe-Bike box,,,Betonstraatstenen,,,type NMBS,,1,0,Goede staat,24,0,0,0,4,0,0,0,0,0,28,24,4,0,-1,Eigen net,0,,,,0,0,0,,,,28,,0,0,0,,0,1,0,0,0,0,,,,,,,
Gontrode,106,31220055003,,,Fietsenstalling f1,langs perron 1 en op parking P1,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Golfplaten,,,Klinkers,,,Wielklemmen laag,,1,0,Goede staat,49,25,0,0,4,0,0,0,0,0,78,74,4,0,0,,0,Fietsenrek niet vastgemaakt,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Gontrode,107,31220055003,,,Fietsenstalling f2,Langs perron 2 en op parking P2,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Andere,grasbetontegels opgevuld met split,,type NMBS,,0,0,Goede staat,70,0,0,0,0,0,0,0,0,0,70,70,0,0,-1,Eigen net,-1,,4,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Groot-Bijgaarden,108,30500008918,,,Fietsenstalling f1,naast open ontmoetingsplaats perron 1,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,0,-1,,-1,+2 weessloten,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Groot-Bijgaarden,109,30500008918,,,Fietsenstalling f2,kant perronspoor 2,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,14,0,0,0,0,0,0,0,0,0,14,14,0,0,-1,,-1,"+2 weessloten, een van de weesfietsen is volledig ingepakt in vuilniszak",3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Haaltert,110,30890004014,,,Fietsenstalling f1,kant Stationsgebouw,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,,Klinkers,,,type NMBS,,0,0,Goede staat,64,0,0,0,0,0,0,0,0,0,64,64,0,0,1,,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Haaltert,111,30890004014,,,Fietsenstalling f2,kant parking,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Doorzichtige platen,,,Andere,kasseien,,type NMBS,,1,8,Te controleren,63,0,0,0,8,0,0,0,0,0,71,63,8,0,0,,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Hansbeke,112,30503065108,30503065104,,Fietsenstalling f1,Hansbekedorp,0,0,-1,houten panelen,Infrabel,,Ja,,,Overdekt (luifel),,Doorzichtige platen,,,Beton,,,Wielklemmen laag,,0,,Goede staat,16,0,0,0,0,0,0,0,0,0,16,16,0,0,-1,Stadsnet,1,er is een zoutbak aanwezig,1,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Hansbeke,113,30503065108,30503065107,,Fietsenstalling f2,Zandestraat,0,0,-1,,Derde,derden (met NMBS),Nee,,,Overdekt (luifel),,Doorzichtige platen,,,Beton,,,type NMBS,,0,0,Goede staat,144,0,0,0,0,0,0,0,0,0,144,144,0,0,1,Eigen net,-1,Fietsenstalling f3 is f2 geworden op 13/07/2017 (want oude f2 werd verwijderd).,1,,0,0,0,,,,7,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Harelbeke,114,30750036512,,,Fietsenstalling f1,Voorzijde station/Noordstraat,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 2,,,Klinkers,,,type NMBS,oud,1,20,Goede staat,280,0,0,0,20,0,0,0,0,0,300,280,20,-1,-1,,-1,,9,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Harelbeke,115,30750036512,,,Fietsenstalling f2,Zuidstraat: tegen keermuur station,0,0,0,NVT,NMBS,,Deels,,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,48,0,0,0,0,0,0,0,0,0,48,48,0,0,0,,1,,3,,0,0,0,,,,,,0,0,0,,0,1,0,0,0,0,,,,,,,
Harelbeke,116,30750036512,,,Fietsenstalling f3,Reizigersparking Zuidstraat,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,-1,,0,,,,0,0,0,,,,,,0,0,0,,0,1,0,0,0,0,,,,,,,
Harelbeke,117,30750036512,,,Fietsenstalling f4,Stationsplein tegen keermuur,0,0,0,NVT,Stad/Gemeente,,Ja,,,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,38,0,0,0,0,0,0,0,0,0,38,38,0,0,1,,1,,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Heist,118,30513111006,3513111005,,Fietsenstalling f1,Nabij de Invalidenlaan,0,0,-1,,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,1,3,Goede staat,134,0,0,0,3,0,0,0,0,0,137,134,3,0,1,Stadsnet,-1,,1,,0,0,0,,,,2,0,0,0,0,,0,0,0,0,-1,0,0,0,,,,,
Heizijde,119,30600026002,,,Fietsenstalling f1,ex-goederenkoer/kop parking P1,0,0,0,NVT,NMBS,,Nee,,,Andere,deels overdekt/deels openlucht,Volle platen,,,Steenslag,,,Wielklemmen laag,,0,0,Tussenkomst nodig,72,13,0,0,0,0,0,0,0,0,85,85,0,0,-1,Eigen net,-1,Openlucht fietsenstalling niet vastgemaakt,4,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Heizijde,120,30600026002,,,Fietsenstalling f2,Tegen stationsgebouw,0,0,0,NVT,Stad/Gemeente,,Nee,,,Open lucht,,,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Te controleren,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Herne,121,31230016805,,,Fietsenstalling f1,Tussen SG en ex-goederenkoer,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Doorzichtige platen,,,Klinkers,,,Wielklemmen laag,,0,0,Goede staat,39,0,0,0,0,0,0,0,0,0,39,39,0,0,0,,1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Herne,122,31230016805,,,Fietsenstalling f2,tussen WC-gebouw en OW,0,0,0,NVT,NMBS,,Nee,,,Openlucht,,,,,Klinkers,,,type NMBS,,0,0,Goede staat,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Herzele,123,30890014514,,,Fietsenstalling f1,kant Stationsplein,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,Type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Herzele,124,30890014514,,,Fietsenstalling f2,Kant Mergellaan,0,0,0,NVT,NMBS,NMBS/Gemeente,Nee,B-Parking (NMBS),+ Gemeente,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,1,4,Goede staat,156,0,0,0,6,0,0,0,0,0,162,156,6,0,1,Eigen net,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Hillegem,125,30890017007,,,Fietsenstalling f1,kant perron 1/tegen overweg,0,0,0,NVT,Stad/Gemeente,,Nee,Stad/Gemeente,,Overdekt (luifel),,Volle platen,,,Klinkers,,,Wielklemmen + hoge stang,,0,0,Goede staat,27,0,0,0,0,0,0,0,0,0,27,27,0,0,1,,1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Iddergem,126,30900026005,,,Fietsenstalling f1,Aan overweg Landuitstraat,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,type NMBS,,0,0,Goede staat,14,0,0,0,0,0,0,0,0,0,14,14,0,0,1,Eigen net,1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Idegem,127,30900040211,,,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,,Nee,,,Open lucht,,,,,Klinkers,,,type NMBS,,0,0,Goede staat,0,28,0,0,0,0,0,0,0,0,28,28,0,0,1,Eigen net,-1,Fietsenrek is niet vastgemaakt,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Idegem,128,30900040211,,,Fietsenstalling f2,Bareelstraat,0,0,0,NVT,Infrabel,,NVT,,,Open lucht,,,,,Klinkers,,,type NMBS,,0,0,Goede staat,0,14,0,0,0,0,0,0,0,0,14,14,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
